,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
14520,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14521,BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14522,Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.03
14523,Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.03
14524,Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.03
14525,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14526,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.03
14527,Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0.0,0.03
14528,Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.03
14529,Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.03
14530,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.03
14531,DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.03
14532,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.03
14533,Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0.0,0.03
14534,Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.03
14535,Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.03
14536,Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.03
14537,Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,0.02,0.01,0.0,0.03
14538,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.03
14539,Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.03
14540,Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.03
14541,Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14542,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.03
14543,King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.03
14544,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.03
14545,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.03
14546,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.03
14548,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.03
14549,Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,0.03,0.0,0.0,0.03
14550,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.03
14551,Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0.0,0.03,0.0,0.03
14552,N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.03
14553,Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14554,Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.03
14555,Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.03
14556,Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14557,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,0.02,0.01,0.0,0.03
14558,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0.0,0.0,0.03,0.03
14559,Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0.0,0.0,0.03,0.03
14560,Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.03
14561,Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.03
14562,Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0.0,0.03
14563,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0.0,0.03
14564,Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0.0,0.03
14565,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.03
14566,Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.03
14567,CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.03
14568,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14569,The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.03
14570,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.03
14571,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14572,Terraria,WiiU,2016,Action,505 Games,0.0,0.03,0.0,0.03
14573,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.03
14574,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.03
14575,Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.03
14576,Downstream Panic!,PSP,2008,Action,Atari,0.03,0.0,0.0,0.03
14577,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0.0,0.0,0.03,0.03
14578,DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.03
14579,Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0.0,0.0,0.03
14580,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.03
14581,S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14582,Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.03
14583,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14584,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.03
14585,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0.0,0.03
14586,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.03
14587,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0.0,0.0,0.03,0.03
14588,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.03
14589,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0.0,0.03,0.0,0.03
14590,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0.0,0.03
14591,Tenka-bito,PS2,2006,Strategy,Sega,0.0,0.0,0.03,0.03
14592,Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.03
14593,Doodle Hex,DS,2008,Puzzle,Pinnacle,0.0,0.03,0.0,0.03
14594,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.03
14595,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.03
14596,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.03
14597,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.03
14599,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.03
14600,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.03
14601,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0.0,0.0,0.03,0.03
14602,R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.03
14603,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.03
14604,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0.0,0.0,0.03
14605,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.03
14606,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.03
14607,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.03
14608,Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14609,Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.03
14610,"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.03
14611,Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.03
14612,Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0.0,0.03
14613,Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.03
14614,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.03
14615,Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0.0,0.0,0.03,0.03
14616,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0.0,0.03
14617,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.03
14618,Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.03
14619,Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.03
14620,Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.02,0.01,0.0,0.03
14621,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.03
14622,SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.03
14623,Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14624,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.03
14625,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.03
14626,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.03,0.0,0.0,0.03
14627,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.03
14628,MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.03
14629,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.0,0.03,0.0,0.03
14630,Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.03
14631,Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.03
14632,Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.03
14633,Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.03
14634,Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.03
14635,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0.0,0.0,0.03,0.03
14636,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.03
14637,BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14638,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0.0,0.0,0.03,0.03
14639,Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0.0,0.03
14640,OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.03
14641,Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0.0,0.0,0.03
14642,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.03
14643,Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0.0,0.03
14644,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.03
14645,Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.03
14646,GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.03
14647,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14648,Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14649,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.03
14650,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.03
14651,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.03
14652,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0.0,0.0,0.03,0.03
14653,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0.0,0.03
14654,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.03
14655,Nanashi no Game Me,DS,2009,Action,Square Enix,0.0,0.0,0.03,0.03
14656,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.03
14657,Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.03
14658,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.03
14659,007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0.0,0.03
14660,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14661,Megpoid the Music#,PSP,2013,Misc,Asgard,0.0,0.0,0.03,0.03
14662,Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0.0,0.03
14663,Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,0.02,0.01,0.0,0.03
14664,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.03
14665,Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0.0,0.03
14666,Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.03
14667,Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.03
14668,Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.03
14669,World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.03
14670,Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14671,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.03
14672,Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.03
14673,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.03
14674,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.03
14675,Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,0.03,0.0,0.0,0.03
14676,Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,0.02,0.01,0.0,0.03
14677,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0.0,0.02,0.0,0.03
14678,Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14679,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.03
14680,Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0.0,0.0,0.03,0.03
14681,Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14682,Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.03
14683,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.03,0.0,0.03
14684,Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.03
14685,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.03
14687,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0.0,0.0,0.03
14688,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.03
14689,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0.0,0.0,0.03,0.03
14690,Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.03,0.03
14691,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.03
14692,Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0.0,0.03
14693,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.03
14694,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0.0,0.0,0.03,0.03
14695,Parfait,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.03
14696,Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.03
14697,Roadsters,PS,2000,Racing,Titus,0.02,0.01,0.0,0.03
14698,Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0.0,0.0,0.03
14699,DeathSmiles II,X360,2010,Shooter,Cave,0.0,0.0,0.03,0.03
14700,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0.0,0.03,0.0,0.03
14701,Kenka Bancho Otome,PSV,2016,Action,Screenlife,0.0,0.0,0.03,0.03
14702,Calcio Bit,GBA,2006,Sports,Nintendo,0.0,0.0,0.03,0.03
14703,Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.03
14704,Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.03
14705,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0.0,0.0,0.03,0.03
14706,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0.0,0.0,0.03
14707,Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14708,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.03
14709,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.03
14710,Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0.0,0.0,0.03,0.03
14711,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14712,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.03
14713,Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.03
14714,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0.0,0.03
14715,Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.03
14716,Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.03,0.03
14717,LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0.0,0.03,0.0,0.03
14718,Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0.0,0.0,0.03,0.03
14719,Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.03
14720,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0.0,0.0,0.03
14721,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.03
14722,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0.0,0.0,0.03,0.03
14723,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.03
14724,Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.03
14725,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14726,Jack Keane,PC,2008,Adventure,Kalypso Media,0.0,0.02,0.0,0.03
14727,Girls Only,DS,2010,Simulation,Foreign Media Games,0.03,0.0,0.0,0.03
14728,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0.0,0.03
14729,In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.03
14730,Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.03
14731,Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0.0,0.0,0.03,0.03
14732,Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.03
14733,Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0.0,0.03
14734,Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14735,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.03
14736,Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0.0,0.0,0.03,0.03
14737,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0.0,0.0,0.03,0.03
14738,Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.03
14739,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0.0,0.03
14740,ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.03
14741,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.03
14742,Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0.0,0.0,0.03
14743,Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0.0,0.0,0.03,0.03
14744,Vitamin Z,PS2,2009,Adventure,D3Publisher,0.0,0.0,0.03,0.03
14745,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.03
14746,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.03
14748,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.03
14749,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0.0,0.0,0.03
14751,Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.03
14752,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.03
14753,Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.0,0.0,0.03,0.03
14754,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0.0,0.03
14755,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.03
14756,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0.0,0.0,0.03,0.03
14757,Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.03
14758,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.03
14759,Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.03,0.03
14760,Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.03
14761,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.03
14762,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.03
14763,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.03
14764,The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0.0,0.03
14765,Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.03
14766,Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0.0,0.02,0.0,0.03
14767,Biohazard: Revival Selection,X360,2011,Action,Capcom,0.0,0.0,0.03,0.03
14768,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.03
14769,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.03
14772,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.03
14773,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.03
14774,Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.03
14775,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0.0,0.02,0.0,0.03
14776,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.03
14777,Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.03
14778,Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.03
14779,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0.0,0.0,0.03
14780,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.03
14781,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.03
14782,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.03
14783,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.03
14784,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.03
14785,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0.0,0.03
